name,Builder,BHK,Price,Area,Description
Sheth Beaumonte,Sheth Creators,4 BHK Apartment,₹6.74 - 15.31 Cr,15317 - 215224 sq.ft,"Finest 2,3,4,5,6 BHK apartments in Sion East available for sale in Sheth Beaumonte. Sheth Beaumonte 's RERA registration number is P51900008720. Prices of apartments in this project, vary between Rs. 3.67 - 15.31 Cr. Sheth Beaumonte apartments are available in multiples sizes, ranging from 1,531.7 - 2,152.24 sq.ft. CARPET area"
Sheth Beaumonte,Sheth Creators,5 BHK Apartment,₹8.25 - 8.37 Cr,15317 - 215224 sq.ft,"Finest 2,3,4,5,6 BHK apartments in Sion East available for sale in Sheth Beaumonte. Sheth Beaumonte 's RERA registration number is P51900008720. Prices of apartments in this project, vary between Rs. 3.67 - 15.31 Cr. Sheth Beaumonte apartments are available in multiples sizes, ranging from 1,531.7 - 2,152.24 sq.ft. CARPET area"
Sheth Beaumonte,Sheth Creators,6 BHK Apartment,₹9.33 - 9.47 Cr,15317 - 215224 sq.ft,"Finest 2,3,4,5,6 BHK apartments in Sion East available for sale in Sheth Beaumonte. Sheth Beaumonte 's RERA registration number is P51900008720. Prices of apartments in this project, vary between Rs. 3.67 - 15.31 Cr. Sheth Beaumonte apartments are available in multiples sizes, ranging from 1,531.7 - 2,152.24 sq.ft. CARPET area"
L and T Crescent Bay,LNT Realty,2 BHK Apartment,₹2.92 - 4.08 Cr,68232 - 2700 sq.ft,"Looking for your dream home? Explore 2,3,4 BHK apartments in Parel, now available in L and T Crescent Bay. L and T Crescent Bay 's RERA registration number is P51900005188. Apartment prices in this housing society vary in the range of Rs. 2.92 - 11.94 Cr. Here units have different sizes, mostly in range of 682.32 - 2,700 sq.ft. CARPET area"
L and T Crescent Bay,LNT Realty,3 BHK Apartment,₹4.46 - 8.25 Cr,68232 - 2700 sq.ft,"Looking for your dream home? Explore 2,3,4 BHK apartments in Parel, now available in L and T Crescent Bay. L and T Crescent Bay 's RERA registration number is P51900005188. Apartment prices in this housing society vary in the range of Rs. 2.92 - 11.94 Cr. Here units have different sizes, mostly in range of 682.32 - 2,700 sq.ft. CARPET area"
L and T Crescent Bay,LNT Realty,4 BHK Apartment,₹6.98 - 11.94 Cr,68232 - 2700 sq.ft,"Looking for your dream home? Explore 2,3,4 BHK apartments in Parel, now available in L and T Crescent Bay. L and T Crescent Bay 's RERA registration number is P51900005188. Apartment prices in this housing society vary in the range of Rs. 2.92 - 11.94 Cr. Here units have different sizes, mostly in range of 682.32 - 2,700 sq.ft. CARPET area"
Sugee Sea Krest,Sugee Group,4 BHK Apartment,₹43 Cr,,"Choose your dream home from the wide variety of 4 BHK apartments in Worli, available for sale in Sugee Sea Krest. Apartment prices in this housing society vary in the range of Rs. 43 Cr. The housing society is RERA-registered with P51900051903 registration number. Here units have different sizes, mostly in range of 4,912.04 sq.ft. CARPET area"
Shapoorji Pallonji The Odyssey 1,Floreat Investments,3 BHK Apartment,₹15 - 23.08 Cr,1155 - 19269 sq.ft,"Finest 3,4 BHK apartments in Girgaon available for sale in Shapoorji Pallonji The Odyssey 1. This society is RERA approved and P51900050998 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 15 - 25.01 Cr. Apartments in Shapoorji Pallonji The Odyssey 1 have CARPET area ranging between 1,155 - 1,926.9 sq.ft."
Shapoorji Pallonji The Odyssey 1,Floreat Investments,4 BHK Apartment,₹24.94 - 25.01 Cr,1155 - 19269 sq.ft,"Finest 3,4 BHK apartments in Girgaon available for sale in Shapoorji Pallonji The Odyssey 1. This society is RERA approved and P51900050998 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 15 - 25.01 Cr. Apartments in Shapoorji Pallonji The Odyssey 1 have CARPET area ranging between 1,155 - 1,926.9 sq.ft."
SKG Nava Geeta,Shree Krishna Group,2 BHK Apartment,₹2.34 Cr,776 - 1163 sq.ft,"Beautiful 2,3 BHK apartments in Chembur East, are now available in SKG Nava Geeta housing project. Apartments in this complex are available in price range of Rs. 2.34 - 4.13 Cr. SKG Nava Geeta 's RERA registration number is P51800050896. SKG Nava Geeta apartments are available in multiples sizes, ranging from 776 - 1,163 sq.ft. CARPET area"
SKG Nava Geeta,Shree Krishna Group,3 BHK Apartment,₹3.46 - 4.13 Cr,776 - 1163 sq.ft,"Beautiful 2,3 BHK apartments in Chembur East, are now available in SKG Nava Geeta housing project. Apartments in this complex are available in price range of Rs. 2.34 - 4.13 Cr. SKG Nava Geeta 's RERA registration number is P51800050896. SKG Nava Geeta apartments are available in multiples sizes, ranging from 776 - 1,163 sq.ft. CARPET area"
Suraj Park View,Suraj Estate,1 BHK Apartment,Price on Request,370 - 549 sq.ft,"Looking for your dream home? Explore 1,2 BHK apartments in Dadar West, now available in Suraj Park View. Apartments in Suraj Park View have CARPET area ranging between 370 - 549 sq.ft.. The housing society is RERA-registered with P51900047891 registration number. Apartments in this complex are available in price range of Rs. 2.54 Cr"
Suraj Park View,Suraj Estate,2 BHK Apartment,₹2.54 Cr,370 - 549 sq.ft,"Looking for your dream home? Explore 1,2 BHK apartments in Dadar West, now available in Suraj Park View. Apartments in Suraj Park View have CARPET area ranging between 370 - 549 sq.ft.. The housing society is RERA-registered with P51900047891 registration number. Apartments in this complex are available in price range of Rs. 2.54 Cr"
Shreeji Eternity,The Shreeji Group,2 BHK Apartment,₹1.5 - 1.9 Cr,541 - 1217 sq.ft,"Choose your dream home from the wide variety of 2,3 BHK apartments in Malad West, available for sale in Shreeji Eternity. Shreeji Eternity apartments are available in multiples sizes, ranging from 541 - 1,217 sq.ft. CARPET area. Shreeji Eternity is a RERA- registered society and P51800054233 is the RERA registration number. This society offers apartments in the price range of Rs. 1.5 - 3.77 Cr"
Shreeji Eternity,The Shreeji Group,3 BHK Apartment,₹3.73 - 3.77 Cr,541 - 1217 sq.ft,"Choose your dream home from the wide variety of 2,3 BHK apartments in Malad West, available for sale in Shreeji Eternity. Shreeji Eternity apartments are available in multiples sizes, ranging from 541 - 1,217 sq.ft. CARPET area. Shreeji Eternity is a RERA- registered society and P51800054233 is the RERA registration number. This society offers apartments in the price range of Rs. 1.5 - 3.77 Cr"
Agami Eternity,Agami Group,2 BHK Apartment,₹4.15 Cr,794 - 1125 sq.ft,"Here are beautifully built 2,3 BHK apartments in Bandra East, available for sale at Agami Eternity. Agami Eternity has apartments in multiple configurations, in range of 794 - 1,125 sq.ft.. Prices of apartments in this project, vary between Rs. 4.15 - 6.1 Cr. Agami Eternity 's RERA registration number is P51800034339"
Agami Eternity,Agami Group,3 BHK Apartment,₹5.75 - 6.1 Cr,794 - 1125 sq.ft,"Here are beautifully built 2,3 BHK apartments in Bandra East, available for sale at Agami Eternity. Agami Eternity has apartments in multiple configurations, in range of 794 - 1,125 sq.ft.. Prices of apartments in this project, vary between Rs. 4.15 - 6.1 Cr. Agami Eternity 's RERA registration number is P51800034339"
Sayaji Elvira Prabhukripa Chs,Sayaji Realty,2 BHK Apartment,₹3.65 Cr,726 - 997 sq.ft,"Looking for your dream home? Explore 2,3 BHK apartments in Vile Parle East, now available in Sayaji Elvira Prabhukripa Chs. Sayaji Elvira Prabhukripa Chs has apartments in multiple configurations, in range of 726 - 997 sq.ft.. This society offers apartments in the price range of Rs. 3.65 - 5.02 Cr. Sayaji Elvira Prabhukripa Chs 's RERA registration number is P51800046038"
Sayaji Elvira Prabhukripa Chs,Sayaji Realty,3 BHK Apartment,₹5.02 Cr,726 - 997 sq.ft,"Looking for your dream home? Explore 2,3 BHK apartments in Vile Parle East, now available in Sayaji Elvira Prabhukripa Chs. Sayaji Elvira Prabhukripa Chs has apartments in multiple configurations, in range of 726 - 997 sq.ft.. This society offers apartments in the price range of Rs. 3.65 - 5.02 Cr. Sayaji Elvira Prabhukripa Chs 's RERA registration number is P51800046038"
Amaryllis Towers and Plaza,Nahar Builders,1 BHK Apartment,₹1.15 - 1.22 Cr,366 - 867 sq.ft,"Spacious 1,2,3 BHK apartments in Chandivali are available for sale.Check out latest property options at Amaryllis Towers and Plaza housing society. Apartments in Amaryllis Towers and Plaza have CARPET area ranging between 366 - 867 sq.ft.. This society offers apartments in the price range of Rs. 1.15 - 3.04 Cr. The housing society is RERA-registered with P51800028801 registration number"
Amaryllis Towers and Plaza,Nahar Builders,2 BHK Apartment,₹1.69 - 2.08 Cr,366 - 867 sq.ft,"Spacious 1,2,3 BHK apartments in Chandivali are available for sale.Check out latest property options at Amaryllis Towers and Plaza housing society. Apartments in Amaryllis Towers and Plaza have CARPET area ranging between 366 - 867 sq.ft.. This society offers apartments in the price range of Rs. 1.15 - 3.04 Cr. The housing society is RERA-registered with P51800028801 registration number"
Amaryllis Towers and Plaza,Nahar Builders,3 BHK Apartment,₹2.83 - 3.04 Cr,366 - 867 sq.ft,"Spacious 1,2,3 BHK apartments in Chandivali are available for sale.Check out latest property options at Amaryllis Towers and Plaza housing society. Apartments in Amaryllis Towers and Plaza have CARPET area ranging between 366 - 867 sq.ft.. This society offers apartments in the price range of Rs. 1.15 - 3.04 Cr. The housing society is RERA-registered with P51800028801 registration number"
SMGK Urbana,SMGK Group,1 BHK Apartment,₹1 - 1.63 Cr,364 - 60439 sq.ft,"Beautiful 1,2 BHK apartments in Jogeshwari West, are now available in SMGK Urbana housing project. The housing society is RERA-registered with P51800010146 registration number. Prices of apartments in this project, vary between Rs. 1 - 1.63 Cr. SMGK Urbana has apartments in multiple configurations, in range of 364 - 604.39 sq.ft."
SMGK Urbana,SMGK Group,2 BHK Apartment,₹1.53 - 1.59 Cr,364 - 60439 sq.ft,"Beautiful 1,2 BHK apartments in Jogeshwari West, are now available in SMGK Urbana housing project. The housing society is RERA-registered with P51800010146 registration number. Prices of apartments in this project, vary between Rs. 1 - 1.63 Cr. SMGK Urbana has apartments in multiple configurations, in range of 364 - 604.39 sq.ft."
Integrated Ramicon,Integrated Spaces,1 BHK Apartment,₹1.31 - 1.34 Cr,40806 - 59449 sq.ft,"Integrated Ramicon, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Goregaon West. Here units have different sizes, mostly in range of 408.06 - 594.49 sq.ft. CARPET area. The housing society is RERA-registered with P51800045996 registration number. Apartment prices in this housing society vary in the range of Rs. 1.31 - 1.53 Cr"
Integrated Ramicon,Integrated Spaces,2 BHK Apartment,₹1.53 Cr,40806 - 59449 sq.ft,"Integrated Ramicon, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Goregaon West. Here units have different sizes, mostly in range of 408.06 - 594.49 sq.ft. CARPET area. The housing society is RERA-registered with P51800045996 registration number. Apartment prices in this housing society vary in the range of Rs. 1.31 - 1.53 Cr"
Arkade Eden,Arkade,1 BHK Apartment,₹1.24 Cr,49751 - 83829 sq.ft,"Arkade Eden, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Malad West. Apartments in this complex are available in price range of Rs. 1.24 - 2.54 Cr. The housing society is RERA-registered with P51800054908 registration number. Here units have different sizes, mostly in range of 497.51 - 838.29 sq.ft. CARPET area"
Arkade Eden,Arkade,2 BHK Apartment,₹2.21 - 2.54 Cr,49751 - 83829 sq.ft,"Arkade Eden, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Malad West. Apartments in this complex are available in price range of Rs. 1.24 - 2.54 Cr. The housing society is RERA-registered with P51800054908 registration number. Here units have different sizes, mostly in range of 497.51 - 838.29 sq.ft. CARPET area"
K Raheja Valletta,K Raheja Corp,3 BHK Apartment,₹33.68 Cr,1891 - 336878 sq.ft,"Finest 3 BHK apartments in Vile Parle West available for sale in K Raheja Valletta. Apartments in this complex are available in price range of Rs. 33.68 Cr. Apartments in K Raheja Valletta have CARPET area ranging between 1,891 - 3,368.78 sq.ft.. The housing society is RERA-registered with P51800046901 registration number"
Platinum Pristine,Platinum Corp,2 BHK Apartment,₹2.03 - 2.38 Cr,520 - 610 sq.ft,"Beautiful 2 BHK apartments in Andheri West, are now available in Platinum Pristine housing project. The housing society is RERA-registered with P51800032796 registration number. Apartment prices in this housing society vary in the range of Rs. 2.03 - 2.38 Cr. Here units have different sizes, mostly in range of 520 - 610 sq.ft. CARPET area"
Vaibhavlaxmi Passcode One Vikhroli,Vaibhavlaxmi Builders,1 BHK Apartment,₹85 L - 1.08 Cr,398 - 873 sq.ft,"Vaibhavlaxmi Passcode One Vikhroli, one of the known housing societes in Central Mumbai, brings classic yet modern 1,2,3 BHK apartments in Vikhroli East. This society offers apartments in the price range of Rs. 85 L - 2.51 Cr. Vaibhavlaxmi Passcode One Vikhroli 's RERA registration number is P51800028005. Here units have different sizes, mostly in range of 398 - 873 sq.ft. CARPET area"
Vaibhavlaxmi Passcode One Vikhroli,Vaibhavlaxmi Builders,2 BHK Apartment,₹1.21 - 1.56 Cr,398 - 873 sq.ft,"Vaibhavlaxmi Passcode One Vikhroli, one of the known housing societes in Central Mumbai, brings classic yet modern 1,2,3 BHK apartments in Vikhroli East. This society offers apartments in the price range of Rs. 85 L - 2.51 Cr. Vaibhavlaxmi Passcode One Vikhroli 's RERA registration number is P51800028005. Here units have different sizes, mostly in range of 398 - 873 sq.ft. CARPET area"
Vaibhavlaxmi Passcode One Vikhroli,Vaibhavlaxmi Builders,3 BHK Apartment,₹2 - 2.51 Cr,398 - 873 sq.ft,"Vaibhavlaxmi Passcode One Vikhroli, one of the known housing societes in Central Mumbai, brings classic yet modern 1,2,3 BHK apartments in Vikhroli East. This society offers apartments in the price range of Rs. 85 L - 2.51 Cr. Vaibhavlaxmi Passcode One Vikhroli 's RERA registration number is P51800028005. Here units have different sizes, mostly in range of 398 - 873 sq.ft. CARPET area"
Godrej RKS,Godrej Properties,2 BHK Apartment,₹2.93 Cr,53798 - 201791 sq.ft,"Check out 2,3,4 BHK apartments in Chembur, now available for sale at Godrej RKS. Apartments in Godrej RKS have CARPET area ranging between 537.98 - 2,017.91 sq.ft.. This society offers apartments in the price range of Rs. 2.93 - 13.69 Cr. Godrej RKS 's RERA registration number is P51800023915"
Godrej RKS,Godrej Properties,3 BHK Apartment,₹6.63 - 7.37 Cr,53798 - 201791 sq.ft,"Check out 2,3,4 BHK apartments in Chembur, now available for sale at Godrej RKS. Apartments in Godrej RKS have CARPET area ranging between 537.98 - 2,017.91 sq.ft.. This society offers apartments in the price range of Rs. 2.93 - 13.69 Cr. Godrej RKS 's RERA registration number is P51800023915"
Godrej RKS,Godrej Properties,4 BHK Apartment,₹13.69 Cr,53798 - 201791 sq.ft,"Check out 2,3,4 BHK apartments in Chembur, now available for sale at Godrej RKS. Apartments in Godrej RKS have CARPET area ranging between 537.98 - 2,017.91 sq.ft.. This society offers apartments in the price range of Rs. 2.93 - 13.69 Cr. Godrej RKS 's RERA registration number is P51800023915"
Sahakar Vista,Sahakar Group,1 BHK Apartment,₹88 L,381 - 539 sq.ft,"Sahakar Vista brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Anand Nagar,Dahisar East. Barbecue, Terrace Garden and Multipurpose Court are some of the amenities offered here. Property options in Sahakar Vista varies between 381 - 539 sq.ft.. Sahakar Vista is a New Launch project"
Sahakar Vista,Sahakar Group,2 BHK Apartment,₹1.35 Cr,381 - 539 sq.ft,"Sahakar Vista brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Anand Nagar,Dahisar East. Barbecue, Terrace Garden and Multipurpose Court are some of the amenities offered here. Property options in Sahakar Vista varies between 381 - 539 sq.ft.. Sahakar Vista is a New Launch project"
Sahakar Vista,Sahakar Group,1 RK Studio Apartment,Price on Request,381 - 539 sq.ft,"Sahakar Vista brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Anand Nagar,Dahisar East. Barbecue, Terrace Garden and Multipurpose Court are some of the amenities offered here. Property options in Sahakar Vista varies between 381 - 539 sq.ft.. Sahakar Vista is a New Launch project"
Puri SeleQt,Puri Creators,2 BHK Apartment,₹2.27 - 2.75 Cr,709 - 1188 sq.ft,"Puri SeleQt society now offers elegantly built 2,3 BHK apartments in Andheri East. Prices of apartments in this project, vary between Rs. 2.27 - 3.8 Cr. Apartments in Puri SeleQt have CARPET area ranging between 709 - 1,188 sq.ft.. The housing society is RERA-registered with P51800049868 registration number"
Puri SeleQt,Puri Creators,3 BHK Apartment,₹3.73 - 3.8 Cr,709 - 1188 sq.ft,"Puri SeleQt society now offers elegantly built 2,3 BHK apartments in Andheri East. Prices of apartments in this project, vary between Rs. 2.27 - 3.8 Cr. Apartments in Puri SeleQt have CARPET area ranging between 709 - 1,188 sq.ft.. The housing society is RERA-registered with P51800049868 registration number"
Ajmera Greenfinity,Ajmera Group,1 BHK Apartment,Price on Request,4736 - 820 sq.ft,"Here are beautifully built 1,2,3 BHK apartments in Wadala East, available for sale at Ajmera Greenfinity. This society is RERA approved and P51800027999 is the RERA number. Ajmera Greenfinity has apartments in multiple configurations, in range of 473.6 - 820 sq.ft.. Prices of apartments in this project, vary between Rs. 1.75 - 3.03 Cr"
Ajmera Greenfinity,Ajmera Group,2 BHK Apartment,₹1.75 - 1.98 Cr,4736 - 820 sq.ft,"Here are beautifully built 1,2,3 BHK apartments in Wadala East, available for sale at Ajmera Greenfinity. This society is RERA approved and P51800027999 is the RERA number. Ajmera Greenfinity has apartments in multiple configurations, in range of 473.6 - 820 sq.ft.. Prices of apartments in this project, vary between Rs. 1.75 - 3.03 Cr"
Ajmera Greenfinity,Ajmera Group,3 BHK Apartment,₹3.01 - 3.03 Cr,4736 - 820 sq.ft,"Here are beautifully built 1,2,3 BHK apartments in Wadala East, available for sale at Ajmera Greenfinity. This society is RERA approved and P51800027999 is the RERA number. Ajmera Greenfinity has apartments in multiple configurations, in range of 473.6 - 820 sq.ft.. Prices of apartments in this project, vary between Rs. 1.75 - 3.03 Cr"
Runwal Timeless,Runwal Group,1 BHK Apartment,₹1.3 - 1.31 Cr,418 - 101019 sq.ft,"Spacious 1,2,3 BHK apartments in Wadala East are available for sale.Check out latest property options at Runwal Timeless housing society. Apartment prices in this housing society vary in the range of Rs. 1.3 - 3.12 Cr. Here units have different sizes, mostly in range of 418 - 1,010.19 sq.ft. CARPET area. Runwal Timeless is a RERA- registered society and P51900005685 is the RERA registration number"
Runwal Timeless,Runwal Group,2 BHK Apartment,₹1.8 - 2.28 Cr,418 - 101019 sq.ft,"Spacious 1,2,3 BHK apartments in Wadala East are available for sale.Check out latest property options at Runwal Timeless housing society. Apartment prices in this housing society vary in the range of Rs. 1.3 - 3.12 Cr. Here units have different sizes, mostly in range of 418 - 1,010.19 sq.ft. CARPET area. Runwal Timeless is a RERA- registered society and P51900005685 is the RERA registration number"
Runwal Timeless,Runwal Group,3 BHK Apartment,₹2.82 - 3.12 Cr,418 - 101019 sq.ft,"Spacious 1,2,3 BHK apartments in Wadala East are available for sale.Check out latest property options at Runwal Timeless housing society. Apartment prices in this housing society vary in the range of Rs. 1.3 - 3.12 Cr. Here units have different sizes, mostly in range of 418 - 1,010.19 sq.ft. CARPET area. Runwal Timeless is a RERA- registered society and P51900005685 is the RERA registration number"
Lotus Aqua Residences,Lotus Group Mumbai,2 BHK Apartment,₹2.75 - 2.79 Cr,724 - 1044 sq.ft,"Spacious 2,3 BHK apartments in Versova are available for sale.Check out latest property options at Lotus Aqua Residences housing society. Lotus Aqua Residences is a RERA- registered society and P51800006403 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.75 - 3.37 Cr. Here units have different sizes, mostly in range of 724 - 1,044 sq.ft. CARPET area"
Lotus Aqua Residences,Lotus Group Mumbai,3 BHK Apartment,₹3.23 - 3.37 Cr,724 - 1044 sq.ft,"Spacious 2,3 BHK apartments in Versova are available for sale.Check out latest property options at Lotus Aqua Residences housing society. Lotus Aqua Residences is a RERA- registered society and P51800006403 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.75 - 3.37 Cr. Here units have different sizes, mostly in range of 724 - 1,044 sq.ft. CARPET area"
Goregaon Vivan,Goregaon Electrical Industries,1 BHK Apartment,₹97.44 - 99.18 L,37986 - 59847 sq.ft,"Here are beautifully built 1,2 BHK apartments in Goregaon West, available for sale at Goregaon Vivan. This society offers apartments in the price range of Rs. 97.44 L - 1.6 Cr. Goregaon Vivan apartments are available in multiples sizes, ranging from 379.86 - 598.47 sq.ft. CARPET area. Goregaon Vivan is a RERA- registered society and P51800035019 is the RERA registration number"
Goregaon Vivan,Goregaon Electrical Industries,2 BHK Apartment,₹1.58 - 1.6 Cr,37986 - 59847 sq.ft,"Here are beautifully built 1,2 BHK apartments in Goregaon West, available for sale at Goregaon Vivan. This society offers apartments in the price range of Rs. 97.44 L - 1.6 Cr. Goregaon Vivan apartments are available in multiples sizes, ranging from 379.86 - 598.47 sq.ft. CARPET area. Goregaon Vivan is a RERA- registered society and P51800035019 is the RERA registration number"
Hubtown The Premiere Residences,Hubtown,2 BHK Apartment,₹2.63 - 3.63 Cr,67307 - 208626 sq.ft,"Check out 2,3,4 BHK apartments in Andheri West, now available for sale at Hubtown The Premiere Residences. Here units have different sizes, mostly in range of 673.07 - 2,086.26 sq.ft. CARPET area. This society is RERA approved and P51800002671 is the RERA number. Prices of apartments in this project, vary between Rs. 2.63 - 8.14 Cr"
Hubtown The Premiere Residences,Hubtown,3 BHK Apartment,₹3.92 - 4.63 Cr,67307 - 208626 sq.ft,"Check out 2,3,4 BHK apartments in Andheri West, now available for sale at Hubtown The Premiere Residences. Here units have different sizes, mostly in range of 673.07 - 2,086.26 sq.ft. CARPET area. This society is RERA approved and P51800002671 is the RERA number. Prices of apartments in this project, vary between Rs. 2.63 - 8.14 Cr"
Hubtown The Premiere Residences,Hubtown,4 BHK Apartment,₹5.9 - 8.14 Cr,67307 - 208626 sq.ft,"Check out 2,3,4 BHK apartments in Andheri West, now available for sale at Hubtown The Premiere Residences. Here units have different sizes, mostly in range of 673.07 - 2,086.26 sq.ft. CARPET area. This society is RERA approved and P51800002671 is the RERA number. Prices of apartments in this project, vary between Rs. 2.63 - 8.14 Cr"
Dotom Hilton,Dotom Superstructures LLP,2 BHK Apartment,₹1.84 Cr,6045 - 99674 sq.ft,"Check out 2,3 BHK apartments in Borivali West, now available for sale at Dotom Hilton. This society offers apartments in the price range of Rs. 1.84 - 2.69 Cr. Here units have different sizes, mostly in range of 604.5 - 996.74 sq.ft. CARPET area. This society is RERA approved and P51800054884 is the RERA number"
Dotom Hilton,Dotom Superstructures LLP,3 BHK Apartment,₹2.69 Cr,6045 - 99674 sq.ft,"Check out 2,3 BHK apartments in Borivali West, now available for sale at Dotom Hilton. This society offers apartments in the price range of Rs. 1.84 - 2.69 Cr. Here units have different sizes, mostly in range of 604.5 - 996.74 sq.ft. CARPET area. This society is RERA approved and P51800054884 is the RERA number"
49 Simandhar Royale,Simandhar Homes LLP,1 BHK Apartment,₹99.25 L - 1.23 Cr,397 - 604 sq.ft,"Finest 1,2 BHK apartments in Chembur available for sale in 49 Simandhar Royale. 49 Simandhar Royale has apartments in multiple configurations, in range of 397 - 604 sq.ft.. This society is RERA approved and P51800053382 is the RERA number. This society offers apartments in the price range of Rs. 99.25 L - 1.51 Cr"
49 Simandhar Royale,Simandhar Homes LLP,2 BHK Apartment,₹1.51 Cr,397 - 604 sq.ft,"Finest 1,2 BHK apartments in Chembur available for sale in 49 Simandhar Royale. 49 Simandhar Royale has apartments in multiple configurations, in range of 397 - 604 sq.ft.. This society is RERA approved and P51800053382 is the RERA number. This society offers apartments in the price range of Rs. 99.25 L - 1.51 Cr"
Roha Vatika,Roha Realty,1 BHK Apartment,₹1.04 Cr,439 - 558 sq.ft,"Check out 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Roha Vatika, one of the best offerings in Kurla East. Prices here start from Rs. 1.04 Cr. Laundry, RO System and Wi-Fi Connectivity are some of the popular amenities offered in this project. Property options in Roha Vatika varies between 439 - 558 sq.ft."
Roha Vatika,Roha Realty,2 BHK Apartment,₹1.21 - 1.42 Cr,439 - 558 sq.ft,"Check out 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Roha Vatika, one of the best offerings in Kurla East. Prices here start from Rs. 1.04 Cr. Laundry, RO System and Wi-Fi Connectivity are some of the popular amenities offered in this project. Property options in Roha Vatika varies between 439 - 558 sq.ft."
Roha Vatika,Roha Realty,1 RK Studio Apartment,Price on Request,439 - 558 sq.ft,"Check out 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Roha Vatika, one of the best offerings in Kurla East. Prices here start from Rs. 1.04 Cr. Laundry, RO System and Wi-Fi Connectivity are some of the popular amenities offered in this project. Property options in Roha Vatika varies between 439 - 558 sq.ft."
Raghav Parijat,Raghav Raj Builders,1 BHK Apartment,₹97.98 L,426 - 643 sq.ft,"Check out 1,2 BHK apartments in Kurla East, now available for sale at Raghav Parijat. Prices of apartments in this project, vary between Rs. 97.98 L - 1.48 Cr. This society is RERA approved and P51800050808 is the RERA number. Apartments in Raghav Parijat have CARPET area ranging between 426 - 643 sq.ft."
Raghav Parijat,Raghav Raj Builders,2 BHK Apartment,₹1.21 - 1.48 Cr,426 - 643 sq.ft,"Check out 1,2 BHK apartments in Kurla East, now available for sale at Raghav Parijat. Prices of apartments in this project, vary between Rs. 97.98 L - 1.48 Cr. This society is RERA approved and P51800050808 is the RERA number. Apartments in Raghav Parijat have CARPET area ranging between 426 - 643 sq.ft."
Raghav Nova,Raghav Raj Builders,1 BHK Apartment,₹93.15 L,40526 - 48298 sq.ft,"Raghav Nova society now offers elegantly built 1,2 BHK apartments in Nehru Nagar. Raghav Nova 's RERA registration number is P51800030949. Raghav Nova has apartments in multiple configurations, in range of 405.26 - 482.98 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 93.15 L - 1.11 Cr"
Raghav Nova,Raghav Raj Builders,2 BHK Apartment,₹1.04 - 1.11 Cr,40526 - 48298 sq.ft,"Raghav Nova society now offers elegantly built 1,2 BHK apartments in Nehru Nagar. Raghav Nova 's RERA registration number is P51800030949. Raghav Nova has apartments in multiple configurations, in range of 405.26 - 482.98 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 93.15 L - 1.11 Cr"
Raghav Amara,Raghav Raj Builders,1 BHK Apartment,₹1.23 Cr,382 - 149758 sq.ft,"Finest 1,2,3,5 BHK apartments in Kurla East available for sale in Raghav Amara. Raghav Amara is a RERA- registered society and P51800030338 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.23 - 3.44 Cr. Apartments in Raghav Amara have CARPET area ranging between 382 - 1,497.58 sq.ft."
Raghav Amara,Raghav Raj Builders,2 BHK Apartment,₹1.38 - 1.45 Cr,382 - 149758 sq.ft,"Finest 1,2,3,5 BHK apartments in Kurla East available for sale in Raghav Amara. Raghav Amara is a RERA- registered society and P51800030338 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.23 - 3.44 Cr. Apartments in Raghav Amara have CARPET area ranging between 382 - 1,497.58 sq.ft."
Raghav Amara,Raghav Raj Builders,3 BHK Apartment,₹2.14 Cr,382 - 149758 sq.ft,"Finest 1,2,3,5 BHK apartments in Kurla East available for sale in Raghav Amara. Raghav Amara is a RERA- registered society and P51800030338 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.23 - 3.44 Cr. Apartments in Raghav Amara have CARPET area ranging between 382 - 1,497.58 sq.ft."
Raghav Amara,Raghav Raj Builders,5 BHK Apartment,₹3.44 Cr,382 - 149758 sq.ft,"Finest 1,2,3,5 BHK apartments in Kurla East available for sale in Raghav Amara. Raghav Amara is a RERA- registered society and P51800030338 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.23 - 3.44 Cr. Apartments in Raghav Amara have CARPET area ranging between 382 - 1,497.58 sq.ft."
